M,N,K,dtype,opA,opB,metric,nsol,def_ms,tflops
8020,771,12250,fp16,N,N,2,94,1.82317,83.09
29726,1010,98,fp16,T,N,0,245,0.49883,11.80
29726,1010,98,fp16,T,N,1,245,0.50465,11.66
29726,1010,98,fp16,T,N,2,245,0.49963,11.78
400,2492,1234,bf16,T,T,0,39,0.05776,42.59
400,2492,1234,bf16,T,T,1,39,0.05781,42.55
400,2492,1234,bf16,T,T,2,39,0.05723,42.99
173,346,8110,bf16,N,T,0,64,0.10752,9.03
173,346,8110,bf16,N,T,1,64,0.10752,9.03
173,346,8110,bf16,N,T,2,64,0.10768,9.02
259,18046,422,bf16,N,T,0,57,0.20102,19.62
259,18046,422,bf16,N,T,1,57,0.20182,19.55
259,18046,422,bf16,N,T,2,57,0.20166,19.56
586,6354,6415,bf16,T,N,0,231,1.17351,40.71
586,6354,6415,bf16,T,N,1,231,1.17297,40.73
586,6354,6415,bf16,T,N,2,231,1.17639,40.61
9848,24188,87,bf16,T,N,0,332,1.75207,23.66
9848,24188,87,bf16,T,N,1,332,1.74919,23.70
9848,24188,87,bf16,T,N,2,332,1.74786,23.71
574,471,9156,fp16,T,T,0,53,1.14081,4.34
574,471,9156,fp16,T,T,1,53,1.17847,4.20
574,471,9156,fp16,T,T,2,53,1.17719,4.21
16845,124,3039,bf16,T,T,0,39,0.17542,72.37
16845,124,3039,bf16,T,T,1,39,0.17547,72.35
16845,124,3039,bf16,T,T,2,39,0.17488,72.60
12325,16749,2633,fp32,T,T,0,82,27.73446,39.20
12325,16749,2633,fp32,T,T,1,82,27.72976,39.20
12325,16749,2633,fp32,T,T,2,82,27.73654,39.19
5159,3203,16159,fp32,T,N,0,519,14.56385,36.67
5159,3203,16159,fp32,T,N,1,519,14.56556,36.66
5159,3203,16159,fp32,T,N,2,519,14.56454,36.67
2549,30464,67,fp16,N,T,0,227,0.53563,19.43
2549,30464,67,fp16,N,T,1,227,0.54038,19.26
2549,30464,67,fp16,N,T,2,227,0.54022,19.26
1670,551,7875,bf16,N,N,0,176,0.46619,31.09
1670,551,7875,bf16,N,N,1,176,0.46619,31.09
1670,551,7875,bf16,N,N,2,176,0.46582,31.11
1574,618,21842,fp16,N,N,0,107,0.68171,62.33
1574,618,21842,fp16,N,N,1,107,0.68331,62.19
1574,618,21842,fp16,N,N,2,107,0.68203,62.30
20398,1225,79,bf16,N,T,0,57,0.21942,17.99
20398,1225,79,bf16,N,T,1,57,0.22043,17.91
20398,1225,79,bf16,N,T,2,57,0.21926,18.01
382,4492,17015,fp16,T,N,0,386,0.77473,75.37
382,4492,17015,fp16,T,N,1,386,0.77388,75.46
382,4492,17015,fp16,T,N,2,386,0.77489,75.36
1968,13384,961,fp16,N,N,0,358,0.59110,85.65
1968,13384,961,fp16,N,N,1,358,0.58961,85.86
1968,13384,961,fp16,N,N,2,358,0.59014,85.78
337,828,8552,bf16,N,N,0,283,0.16822,28.37
337,828,8552,bf16,N,N,1,283,0.16496,28.93
337,828,8552,bf16,N,N,2,283,0.16555,28.83
1180,439,590,fp16,T,N,0,245,0.02885,21.18
1180,439,590,fp16,T,N,1,245,0.02923,20.91
1180,439,590,fp16,T,N,2,245,0.02917,20.95
2766,4506,159,bf16,T,N,0,231,0.19030,20.83
2766,4506,159,bf16,T,N,1,231,0.19056,20.80
2766,4506,159,bf16,T,N,2,231,0.19046,20.81
759,12077,193,bf16,N,N,0,166,0.14400,24.57
759,12077,193,bf16,N,N,1,166,0.14486,24.43
759,12077,193,bf16,N,N,2,166,0.14437,24.51
449,23090,5869,fp16,T,N,0,245,1.08705,111.95
449,23090,5869,fp16,T,N,1,245,1.08348,112.32
449,23090,5869,fp16,T,N,2,245,1.07911,112.77
106,28441,31497,fp16,T,N,0,245,2.67342,71.04
106,28441,31497,fp16,T,N,1,245,2.67331,71.04
106,28441,31497,fp16,T,N,2,245,2.67390,71.02
5769,17957,12895,fp32,T,T,0,82,69.08096,38.67
5769,17957,12895,fp32,T,T,1,82,69.08443,38.67
5769,17957,12895,fp32,T,T,2,82,69.08731,38.67
95,9138,12513,fp32,T,N,0,519,1.05303,20.63
95,9138,12513,fp32,T,N,1,519,1.05548,20.58
95,9138,12513,fp32,T,N,2,519,1.05569,20.58
394,1463,31796,fp32,T,N,0,519,1.81778,20.17
394,1463,31796,fp32,T,N,1,519,1.82455,20.09
394,1463,31796,fp32,T,N,2,519,1.80637,20.29
65,274,242,fp32,T,T,0,82,0.01824,0.47
65,274,242,fp32,T,T,1,82,0.01856,0.46
65,274,242,fp32,T,T,2,82,0.01904,0.45
90,22457,3084,fp16,T,N,0,249,0.17830,69.92
90,22457,3084,fp16,T,N,1,249,0.17755,70.21
90,22457,3084,fp16,T,N,2,249,0.17771,70.15
1994,238,414,bf16,N,N,0,166,0.02320,16.94
1994,238,414,bf16,N,N,1,166,0.02341,16.78
1994,238,414,bf16,N,N,2,166,0.02315,16.98
253,94,130,fp32,T,N,0,519,0.00971,0.64
253,94,130,fp32,T,N,1,519,0.00971,0.64
253,94,130,fp32,T,N,2,519,0.00976,0.63
14222,109,76,fp32,T,N,0,519,0.02624,8.98
14222,109,76,fp32,T,N,1,519,0.02624,8.98
14222,109,76,fp32,T,N,2,519,0.02624,8.98
13293,72,12346,fp16,T,T,0,88,2.88985,8.18
13293,72,12346,fp16,T,T,1,88,2.89806,8.15
13293,72,12346,fp16,T,T,2,88,2.87518,8.22
11394,8324,85,bf16,T,N,0,332,1.11649,14.44
11394,8324,85,bf16,T,N,1,332,1.11991,14.40
11394,8324,85,bf16,T,N,2,332,1.12044,14.39
317,8550,2666,bf16,T,N,0,238,0.42833,33.74
317,8550,2666,bf16,T,N,1,238,0.40400,35.77
317,8550,2666,bf16,T,N,2,238,0.40496,35.69
1508,511,1272,fp32,T,T,0,82,0.09861,19.88
1508,511,1272,fp32,T,T,1,82,0.09893,19.81
1508,511,1272,fp32,T,T,2,82,0.09835,19.93
110,966,4115,bf16,T,T,0,39,0.10256,8.53
110,966,4115,bf16,T,T,1,39,0.10272,8.51
110,966,4115,bf16,T,T,2,39,0.10309,8.48
290,4826,2268,fp32,N,T,0,612,0.27622,22.98
290,4826,2268,fp32,N,T,1,612,0.27638,22.97
290,4826,2268,fp32,N,T,2,612,0.27728,22.89
7715,122,14089,bf16,T,T,0,39,0.60374,43.93
7715,122,14089,bf16,T,T,1,39,0.60742,43.66
7715,122,14089,bf16,T,T,2,39,0.60609,43.76
791,71,1195,fp32,T,T,0,82,0.05765,2.33
791,71,1195,fp32,T,T,1,82,0.05803,2.31
791,71,1195,fp32,T,T,2,82,0.05755,2.33
135,20213,375,bf16,N,N,0,166,0.12181,16.80
135,20213,375,bf16,N,N,1,166,0.12117,16.89
135,20213,375,bf16,N,N,2,166,0.12144,16.85
15384,113,1931,fp16,N,N,0,101,0.15712,42.73
15384,113,1931,fp16,N,N,1,101,0.15739,42.66
15384,113,1931,fp16,N,N,2,101,0.15707,42.74
24335,295,2762,fp32,T,T,0,82,1.30700,30.34
24335,295,2762,fp32,T,T,1,82,1.30818,30.31
24335,295,2762,fp32,T,T,2,82,1.30796,30.32
9263,2388,1114,fp32,T,N,0,525,1.35842,36.28
9263,2388,1114,fp32,T,N,1,525,1.35799,36.29
9263,2388,1114,fp32,T,N,2,525,1.35794,36.29
989,10574,355,bf16,N,T,0,57,0.31456,23.60
989,10574,355,bf16,N,T,1,57,0.31360,23.68
989,10574,355,bf16,N,T,2,57,0.31382,23.66
8228,158,21583,bf16,N,T,0,62,1.26279,44.44
8228,158,21583,bf16,N,T,1,62,1.25585,44.68
8228,158,21583,bf16,N,T,2,62,1.24700,45.00
1085,3838,67,fp16,N,T,0,62,0.05760,9.69
1085,3838,67,fp16,N,T,1,62,0.05824,9.58
1085,3838,67,fp16,N,T,2,62,0.05739,9.72
246,19744,3580,bf16,T,N,0,441,0.29115,119.44
246,19744,3580,bf16,T,N,1,441,0.29051,119.71
246,19744,3580,bf16,T,N,2,441,0.28726,121.06
9485,10592,12392,bf16,N,N,0,388,17.22036,144.59
9485,10592,12392,bf16,N,N,1,388,17.20313,144.74
9485,10592,12392,bf16,N,N,2,388,17.22287,144.57
738,3816,26739,fp32,T,T,0,82,5.65399,26.64
738,3816,26739,fp32,T,T,1,82,5.42236,27.77
738,3816,26739,fp32,T,T,2,82,5.80177,25.96
2151,1726,13254,bf16,N,N,0,166,1.23095,79.95
2151,1726,13254,bf16,N,N,1,166,1.23185,79.89
2151,1726,13254,bf16,N,N,2,166,1.23191,79.89
25172,20113,346,fp16,N,N,0,94,5.11201,68.53
25172,20113,346,fp16,N,N,1,94,5.13558,68.22
25172,20113,346,fp16,N,N,2,94,5.12897,68.31
14968,2555,3460,fp32,T,T,0,82,6.96253,38.01
14968,2555,3460,fp32,T,T,1,82,6.96307,38.01
14968,2555,3460,fp32,T,T,2,82,6.96408,38.00
721,10747,1830,fp32,N,N,0,556,1.10769,25.60
721,10747,1830,fp32,N,N,1,556,1.09607,25.87
721,10747,1830,fp32,N,N,2,556,1.10935,25.56
693,832,17661,fp16,T,N,0,572,0.32902,61.90
693,832,17661,fp16,T,N,1,572,0.32816,62.06
693,832,17661,fp16,T,N,2,572,0.32800,62.09
19576,24745,65,fp32,T,T,0,82,4.89872,12.85
19576,24745,65,fp32,T,T,1,82,4.87147,12.93
19576,24745,65,fp32,T,T,2,82,4.90662,12.83
7313,787,155,fp16,T,T,0,53,0.14704,12.13
7313,787,155,fp16,T,T,1,53,0.14726,12.12
7313,787,155,fp16,T,T,2,53,0.14715,12.12
87,271,931,bf16,T,T,0,39,0.02299,1.91
87,271,931,bf16,T,T,1,39,0.02240,1.96
87,271,931,bf16,T,T,2,39,0.02245,1.96
339,160,7250,fp16,N,N,0,393,0.13584,5.79
339,160,7250,fp16,N,N,1,393,0.13643,5.76
339,160,7250,fp16,N,N,2,393,0.13611,5.78
16016,336,106,bf16,T,N,0,441,0.04277,26.67
16016,336,106,bf16,T,N,1,441,0.04320,26.41
16016,336,106,bf16,T,N,2,441,0.04309,26.47
24041,3896,14248,fp32,N,N,0,556,163.71999,16.30
24041,3896,14248,fp32,N,N,1,556,163.95094,16.28
24041,3896,14248,fp32,N,N,2,556,163.30629,16.34
2037,22540,74,fp16,N,N,0,217,0.43115,15.76
2037,22540,74,fp16,N,N,1,217,0.43131,15.75
2037,22540,74,fp16,N,N,2,217,0.43094,15.77
350,15421,209,fp16,T,T,0,53,0.18011,12.53
350,15421,209,fp16,T,T,1,53,0.18000,12.53
350,15421,209,fp16,T,T,2,53,0.18048,12.50
381,8124,14911,bf16,T,T,0,39,0.90289,102.23
381,8124,14911,bf16,T,T,1,39,0.89921,102.65
381,8124,14911,bf16,T,T,2,39,0.89894,102.68
117,1829,1788,bf16,N,N,0,174,0.06715,11.40
117,1829,1788,bf16,N,N,1,174,0.06693,11.43
117,1829,1788,bf16,N,N,2,174,0.06699,11.42
2810,102,4203,bf16,T,T,0,39,0.11296,21.33
2810,102,4203,bf16,T,T,1,39,0.11387,21.16
2810,102,4203,bf16,T,T,2,39,0.11333,21.26
678,488,2906,fp16,N,T,0,241,0.05163,37.25
678,488,2906,fp16,N,T,1,241,0.05173,37.17
678,488,2906,fp16,N,T,2,241,0.05184,37.09
