M,N,K,dtype,opA,opB,metric,nsol,def_ms,tflops
1866,75,16699,fp32,T,N,1,519,0.36438,12.83
1866,75,16699,fp32,T,N,2,519,0.36459,12.82
557,21407,31961,fp32,N,T,0,612,30.04189,25.37
557,21407,31961,fp32,N,T,1,612,30.11683,25.31
557,21407,31961,fp32,N,T,2,612,30.02963,25.38
30118,393,326,fp32,T,N,0,519,0.24976,30.90
30118,393,326,fp32,T,N,1,519,0.24992,30.88
30118,393,326,fp32,T,N,2,519,0.25008,30.86
2109,1101,18042,fp32,N,N,0,556,4.46714,18.76
2109,1101,18042,fp32,N,N,1,556,4.39930,19.05
2109,1101,18042,fp32,N,N,2,556,4.45920,18.79
103,25130,1031,fp32,N,T,0,612,0.22934,23.27
103,25130,1031,fp32,N,T,1,612,0.22987,23.22
103,25130,1031,fp32,N,T,2,612,0.22918,23.29
124,75,5766,bf16,N,N,0,176,0.02011,5.33
124,75,5766,bf16,N,N,1,176,0.02021,5.31
124,75,5766,bf16,N,N,2,176,0.02016,5.32
8699,1147,1485,fp32,N,T,0,612,0.91148,32.51
8699,1147,1485,fp32,N,T,1,612,0.91073,32.54
8699,1147,1485,fp32,N,T,2,612,0.91356,32.44
951,1041,938,fp32,T,N,0,519,0.08363,22.21
951,1041,938,fp32,T,N,1,519,0.08533,21.76
951,1041,938,fp32,T,N,2,519,0.08459,21.96
5011,2568,26239,bf16,N,N,0,388,7.10883,94.99
5011,2568,26239,bf16,N,N,1,388,7.12078,94.84
5011,2568,26239,bf16,N,N,2,388,7.11518,94.91
1587,15449,3609,bf16,N,T,0,57,7.38334,23.97
1587,15449,3609,bf16,N,T,1,57,7.38201,23.97
1587,15449,3609,bf16,N,T,2,57,7.38537,23.96
90,2525,6506,bf16,N,N,0,176,0.14118,20.95
90,2525,6506,bf16,N,N,1,176,0.13995,21.13
90,2525,6506,bf16,N,N,2,176,0.14096,20.98
132,1625,628,fp32,N,T,0,612,0.02528,10.66
132,1625,628,fp32,N,T,1,612,0.02528,10.66
132,1625,628,fp32,N,T,2,612,0.02512,10.72
713,5176,398,fp32,T,T,0,82,0.12581,23.35
713,5176,398,fp32,T,T,1,82,0.12491,23.52
713,5176,398,fp32,T,T,2,82,0.12469,23.56
3202,1874,3324,fp16,T,N,0,245,0.36603,108.98
3202,1874,3324,fp16,T,N,1,245,0.36560,109.11
3202,1874,3324,fp16,T,N,2,245,0.36587,109.03
403,291,73,fp16,T,N,0,245,0.00981,1.74
403,291,73,fp16,T,N,1,245,0.01013,1.69
403,291,73,fp16,T,N,2,245,0.01035,1.65
6027,28955,8278,fp32,T,T,0,82,73.75387,39.17
6027,28955,8278,fp32,T,T,1,82,73.75163,39.17
6027,28955,8278,fp32,T,T,2,82,73.75744,39.17
274,313,26995,bf16,T,T,0,39,0.65803,7.04
274,313,26995,bf16,T,T,1,39,0.65809,7.04
274,313,26995,bf16,T,T,2,39,0.65713,7.05
6195,29567,418,fp16,T,T,0,53,2.94446,52.01
6195,29567,418,fp16,T,T,1,53,2.94633,51.97
6195,29567,418,fp16,T,T,2,53,2.94371,52.02
1396,2849,7121,fp32,N,N,0,556,1.88951,29.98
1396,2849,7121,fp32,N,N,1,556,1.87960,30.14
1396,2849,7121,fp32,N,N,2,556,1.89175,29.94
416,1077,132,fp16,N,T,0,62,0.01371,8.63
416,1077,132,fp16,N,T,1,62,0.01376,8.60
416,1077,132,fp16,N,T,2,62,0.01365,8.66
1754,8781,2960,fp16,N,T,0,62,3.58681,25.42
1754,8781,2960,fp16,N,T,1,62,3.58655,25.42
1754,8781,2960,fp16,N,T,2,62,3.59193,25.38
10930,4962,2107,fp32,T,N,0,519,6.05346,37.75
10930,4962,2107,fp32,T,N,1,519,6.05351,37.75
10930,4962,2107,fp32,T,N,2,519,6.05314,37.76
105,6203,13648,fp32,T,N,0,519,0.60427,29.42
105,6203,13648,fp32,T,N,1,519,0.60278,29.49
105,6203,13648,fp32,T,N,2,519,0.60283,29.49
6383,2738,1235,bf16,N,T,0,57,0.51489,83.84
6383,2738,1235,bf16,N,T,1,57,0.51419,83.95
6383,2738,1235,bf16,N,T,2,57,0.51377,84.02
3474,2039,114,bf16,T,N,0,231,0.10480,15.41
3474,2039,114,bf16,T,N,1,231,0.10555,15.30
3474,2039,114,bf16,T,N,2,231,0.10699,15.10
242,9255,530,fp32,T,N,0,519,0.08379,28.33
242,9255,530,fp32,T,N,1,519,0.08315,28.55
242,9255,530,fp32,T,N,2,519,0.08336,28.48
71,402,12554,bf16,T,T,0,39,0.32016,2.24
71,402,12554,bf16,T,T,1,39,0.31904,2.25
71,402,12554,bf16,T,T,2,39,0.32272,2.22
957,200,2018,bf16,N,N,0,421,0.06389,12.09
957,200,2018,bf16,N,N,1,421,0.06411,12.05
957,200,2018,bf16,N,N,2,421,0.06421,12.03
26985,634,13628,fp16,N,T,0,62,6.85688,68.01
26985,634,13628,fp16,N,T,1,62,6.91539,67.43
26985,634,13628,fp16,N,T,2,62,6.89389,67.64
122,68,3678,fp32,T,N,0,525,0.08229,0.74
122,68,3678,fp32,T,N,1,525,0.07931,0.77
122,68,3678,fp32,T,N,2,525,0.07941,0.77
535,228,302,fp32,T,T,0,82,0.02053,3.59
535,228,302,fp32,T,T,1,82,0.02059,3.58
535,228,302,fp32,T,T,2,82,0.02064,3.57
542,343,1106,fp32,T,T,0,82,0.05691,7.23
542,343,1106,fp32,T,T,1,82,0.05707,7.21
542,343,1106,fp32,T,T,2,82,0.05669,7.25
5800,109,126,fp16,T,T,0,53,0.02768,5.76
5800,109,126,fp16,T,T,1,53,0.02773,5.74
5800,109,126,fp16,T,T,2,53,0.02725,5.85
1416,16906,17480,fp16,T,N,0,245,6.35261,131.74
1416,16906,17480,fp16,T,N,1,245,6.34583,131.88
1416,16906,17480,fp16,T,N,2,245,6.35266,131.74
567,192,14509,fp32,N,N,0,556,0.42486,7.44
567,192,14509,fp32,N,N,1,556,0.40363,7.83
567,192,14509,fp32,N,N,2,556,0.39478,8.00
9556,998,2034,fp16,N,T,0,62,0.60593,64.03
9556,998,2034,fp16,N,T,1,62,0.60683,63.93
9556,998,2034,fp16,N,T,2,62,0.60699,63.92
31986,1124,4766,fp32,N,N,0,556,19.05041,17.99
31986,1124,4766,fp32,N,N,1,556,19.18721,17.86
31986,1124,4766,fp32,N,N,2,556,19.10134,17.94
770,2821,18032,fp32,N,N,0,556,3.71972,21.06
770,2821,18032,fp32,N,N,1,556,3.71231,21.10
770,2821,18032,fp32,N,N,2,556,3.73135,20.99
417,6000,19896,bf16,T,N,0,464,1.22481,81.29
417,6000,19896,bf16,T,N,1,464,1.22844,81.05
417,6000,19896,bf16,T,N,2,464,1.22209,81.47
150,6166,5438,bf16,N,N,0,176,0.26971,37.30
150,6166,5438,bf16,N,N,1,176,0.26848,37.47
150,6166,5438,bf16,N,N,2,176,0.26614,37.80
157,6750,120,bf16,N,T,0,57,0.03989,6.38
157,6750,120,bf16,N,T,1,57,0.04021,6.32
157,6750,120,bf16,N,T,2,57,0.04011,6.34
1412,446,1334,bf16,T,T,0,39,0.04149,40.49
1412,446,1334,bf16,T,T,1,39,0.04160,40.39
1412,446,1334,bf16,T,T,2,39,0.04155,40.44
422,21234,588,bf16,N,T,0,57,0.17712,59.49
422,21234,588,bf16,N,T,1,57,0.17808,59.17
422,21234,588,bf16,N,T,2,57,0.17776,59.28
8863,501,671,bf16,N,T,0,57,0.14576,40.88
8863,501,671,bf16,N,T,1,57,0.14576,40.88
8863,501,671,bf16,N,T,2,57,0.14549,40.96
1843,1995,25034,fp16,N,N,0,90,2.39304,76.93
1843,1995,25034,fp16,N,N,1,90,2.39549,76.85
1843,1995,25034,fp16,N,N,2,90,2.39821,76.76
4836,194,1048,bf16,N,N,0,174,0.05152,38.17
4836,194,1048,bf16,N,N,1,174,0.05200,37.82
4836,194,1048,bf16,N,N,2,174,0.05163,38.09
9918,246,689,bf16,T,N,0,231,0.19051,17.65
9918,246,689,bf16,T,N,1,231,0.19024,17.67
9918,246,689,bf16,T,N,2,231,0.19040,17.66
30667,70,15467,fp16,N,N,0,99,1.70098,39.04
30667,70,15467,fp16,N,N,1,99,1.70162,39.02
30667,70,15467,fp16,N,N,2,99,1.70407,38.97
1515,626,24348,fp16,N,N,0,101,0.74060,62.36
1515,626,24348,fp16,N,N,1,101,0.74262,62.19
1515,626,24348,fp16,N,N,2,101,0.74428,62.05
136,2207,7638,fp32,T,N,0,519,0.23067,19.88
136,2207,7638,fp32,T,N,1,519,0.23126,19.83
136,2207,7638,fp32,T,N,2,519,0.22992,19.94
10220,682,7867,fp16,N,N,0,98,1.16695,93.98
10220,682,7867,fp16,N,N,1,98,1.17036,93.70
10220,682,7867,fp16,N,N,2,98,1.16785,93.90
238,3949,27223,bf16,T,N,0,244,0.73478,69.64
238,3949,27223,bf16,T,N,1,244,0.73516,69.61
238,3949,27223,bf16,T,N,2,244,0.73564,69.56
2838,30645,1428,bf16,N,T,0,57,2.50318,99.23
2838,30645,1428,bf16,N,T,1,57,2.50478,99.17
2838,30645,1428,bf16,N,T,2,57,2.50462,99.17
29296,95,5863,fp32,T,T,0,82,1.48018,22.05
29296,95,5863,fp32,T,T,1,82,1.48028,22.05
29296,95,5863,fp32,T,T,2,82,1.47975,22.05
13893,1216,615,fp16,N,N,0,352,0.26859,77.37
13893,1216,615,fp16,N,N,1,352,0.26880,77.30
13893,1216,615,fp16,N,N,2,352,0.26699,77.83
3339,9099,10551,fp32,T,N,0,519,16.81257,38.13
3339,9099,10551,fp32,T,N,1,519,16.82553,38.10
3339,9099,10551,fp32,T,N,2,519,16.98548,37.74
438,177,2644,fp32,T,T,0,82,0.13200,3.11
438,177,2644,fp32,T,T,1,82,0.13323,3.08
438,177,2644,fp32,T,T,2,82,0.13328,3.08
1339,8656,3096,bf16,N,N,0,388,0.61745,116.23
1339,8656,3096,bf16,N,N,1,388,0.61803,116.12
1339,8656,3096,bf16,N,N,2,388,0.61782,116.16
489,7118,787,fp32,T,N,0,519,0.17280,31.70
489,7118,787,fp32,T,N,1,519,0.17280,31.70
489,7118,787,fp32,T,N,2,519,0.17286,31.69
333,6465,11304,fp32,T,N,0,519,1.46610,33.20
333,6465,11304,fp32,T,N,1,519,1.46583,33.20
333,6465,11304,fp32,T,N,2,519,1.46652,33.19
2734,3515,1971,fp16,N,N,0,94,0.38043,99.58
2734,3515,1971,fp16,N,N,1,94,0.37846,100.10
2734,3515,1971,fp16,N,N,2,94,0.37408,101.27
65,333,67,fp16,N,N,0,90,0.02464,0.12
65,333,67,fp16,N,N,1,90,0.01947,0.15
65,333,67,fp16,N,N,2,90,0.01941,0.15
559,114,18201,fp16,T,T,0,53,2.48051,0.94
559,114,18201,fp16,T,T,1,53,2.47587,0.94
559,114,18201,fp16,T,T,2,53,2.47342,0.94
3798,310,11710,fp16,T,N,0,255,0.52470,52.55
3798,310,11710,fp16,T,N,1,255,0.52497,52.53
3798,310,11710,fp16,T,N,2,255,0.52438,52.58
215,211,141,fp16,N,N,0,90,0.02475,0.52
215,211,141,fp16,N,N,1,90,0.02379,0.54
215,211,141,fp16,N,N,2,90,0.02432,0.53
88,66,6203,bf16,N,T,0,64,0.03813,1.89
88,66,6203,bf16,N,T,1,64,0.03813,1.89
88,66,6203,bf16,N,T,2,64,0.03781,1.91
10674,240,255,fp32,N,T,0,614,0.06523,20.03
10674,240,255,fp32,N,T,1,614,0.06528,20.01
10674,240,255,fp32,N,T,2,614,0.06528,20.01
10085,80,219,fp16,T,N,0,513,0.02544,13.89
10085,80,219,fp16,T,N,1,513,0.02539,13.92
10085,80,219,fp16,T,N,2,513,0.02533,13.95
19507,821,236,bf16,N,T,0,57,0.19270,39.23
19507,821,236,bf16,N,T,1,57,0.19243,39.28
19507,821,236,bf16,N,T,2,57,0.19211,39.35
94,212,122,fp16,N,N,0,223,0.00923,0.53
94,212,122,fp16,N,N,1,223,0.00901,0.54
94,212,122,fp16,N,N,2,223,0.00901,0.54
9866,254,78,fp32,T,T,0,82,0.04347,8.99
9866,254,78,fp32,T,T,1,82,0.04363,8.96
9866,254,78,fp32,T,T,2,82,0.04277,9.14
1556,70,152,fp16,N,T,0,62,0.01253,2.64
1556,70,152,fp16,N,T,1,62,0.01152,2.87
1556,70,152,fp16,N,T,2,62,0.01125,2.94
1392,23844,1005,bf16,N,N,0,273,0.78646,84.83
1392,23844,1005,bf16,N,N,1,273,0.78758,84.71
1392,23844,1005,bf16,N,N,2,273,0.78945,84.51
1280,524,4072,fp16,T,N,0,392,0.10885,50.18
1280,524,4072,fp16,T,N,1,392,0.10661,51.23
1280,524,4072,fp16,T,N,2,392,0.10661,51.23
2579,373,2126,fp32,N,T,0,612,0.17974,22.76
2579,373,2126,fp32,N,T,1,612,0.17936,22.80
2579,373,2126,fp32,N,T,2,612,0.18006,22.72
99,11881,311,bf16,T,T,0,39,0.03136,23.33
99,11881,311,bf16,T,T,1,39,0.03259,22.45
99,11881,311,bf16,T,T,2,39,0.03269,22.38
173,614,5964,fp32,T,T,0,82,0.29259,4.33
173,614,5964,fp32,T,T,1,82,0.29680,4.27
173,614,5964,fp32,T,T,2,82,0.30779,4.12
3329,364,92,bf16,T,N,0,332,0.01701,13.11
3329,364,92,bf16,T,N,1,332,0.01707,13.06
3329,364,92,bf16,T,N,2,332,0.01685,13.23
808,1981,17745,fp16,N,N,0,101,0.83868,67.73
808,1981,17745,fp16,N,N,1,101,0.83878,67.73
808,1981,17745,fp16,N,N,2,101,0.84033,67.60
12870,22600,629,fp32,T,N,0,525,9.37392,39.03
12870,22600,629,fp32,T,N,1,525,9.37611,39.03
12870,22600,629,fp32,T,N,2,525,9.37584,39.03
2486,8762,74,bf16,N,T,0,57,0.23595,13.66
2486,8762,74,bf16,N,T,1,57,0.23606,13.66
2486,8762,74,bf16,N,T,2,57,0.23638,13.64
309,297,171,fp16,N,T,0,62,0.01163,2.70
309,297,171,fp16,N,T,1,62,0.01157,2.71
309,297,171,fp16,N,T,2,62,0.01152,2.72
110,1173,10047,bf16,N,N,0,176,0.09819,26.41
110,1173,10047,bf16,N,N,1,176,0.09765,26.55
110,1173,10047,bf16,N,N,2,176,0.09787,26.49
26433,1285,789,fp32,T,N,0,519,1.50738,35.56
26433,1285,789,fp32,T,N,1,519,1.50716,35.56
26433,1285,789,fp32,T,N,2,519,1.50716,35.56
26127,125,5609,fp32,N,T,0,612,1.23591,29.64
26127,125,5609,fp32,N,T,1,612,1.23244,29.73
26127,125,5609,fp32,N,T,2,612,1.23975,29.55
137,5357,3127,bf16,T,N,0,244,0.18400,24.94
137,5357,3127,bf16,T,N,1,244,0.18363,25.00
137,5357,3127,bf16,T,N,2,244,0.18406,24.94
1073,238,115,bf16,T,N,0,231,0.01152,5.10
1073,238,115,bf16,T,N,1,231,0.01157,5.08
1073,238,115,bf16,T,N,2,231,0.01147,5.12
1118,969,1698,fp32,T,N,0,519,0.14571,25.25
1118,969,1698,fp32,T,N,1,519,0.14581,25.23
1118,969,1698,fp32,T,N,2,519,0.14576,25.24
1900,10646,3547,fp32,T,T,0,82,3.88527,36.93
1900,10646,3547,fp32,T,T,1,82,3.88741,36.91
1900,10646,3547,fp32,T,T,2,82,3.88751,36.91
4997,18945,1340,fp16,N,T,0,62,2.62472,96.66
4997,18945,1340,fp16,N,T,1,62,2.62147,96.78
4997,18945,1340,fp16,N,T,2,62,2.62600,96.61
1520,184,1937,fp16,T,T,0,53,0.25035,4.33
1520,184,1937,fp16,T,T,1,53,0.25072,4.32
1520,184,1937,fp16,T,T,2,53,0.25403,4.27
72,1116,922,bf16,N,T,0,62,0.02267,6.54
72,1116,922,bf16,N,T,1,62,0.02256,6.57
72,1116,922,bf16,N,T,2,62,0.02256,6.57
163,707,31962,fp32,T,N,0,519,0.47462,15.52
163,707,31962,fp32,T,N,1,519,0.47558,15.49
163,707,31962,fp32,T,N,2,519,0.47505,15.51
1190,18111,4682,bf16,T,N,0,231,1.60012,126.12
1190,18111,4682,bf16,T,N,1,231,1.60045,126.10
1190,18111,4682,bf16,T,N,2,231,1.60082,126.07
3553,2403,10779,bf16,T,T,0,39,1.90066,96.84
3553,2403,10779,bf16,T,T,1,39,1.87277,98.28
3553,2403,10779,bf16,T,T,2,39,1.88882,97.45
673,7562,7611,fp32,N,N,0,556,3.43433,22.56
673,7562,7611,fp32,N,N,1,556,3.39961,22.79
673,7562,7611,fp32,N,N,2,556,3.43881,22.53
124,1277,147,fp32,N,T,0,612,0.01029,4.52
124,1277,147,fp32,N,T,1,612,0.01035,4.50
124,1277,147,fp32,N,T,2,612,0.01040,4.48
80,362,5165,bf16,T,N,0,247,0.04448,6.73
80,362,5165,bf16,T,N,1,247,0.04464,6.70
80,362,5165,bf16,T,N,2,247,0.04443,6.73
7992,217,477,fp16,N,N,0,94,0.20368,8.12
7992,217,477,fp16,N,N,1,94,0.20374,8.12
7992,217,477,fp16,N,N,2,94,0.20379,8.12
1031,917,672,fp16,N,T,0,62,0.03701,34.33
1031,917,672,fp16,N,T,1,62,0.03712,34.23
1031,917,672,fp16,N,T,2,62,0.03680,34.53
7122,6290,1504,fp16,T,T,0,88,7.03080,19.17
7122,6290,1504,fp16,T,T,1,88,7.03118,19.16
7122,6290,1504,fp16,T,T,2,88,7.03176,19.16
2296,10222,400,fp32,T,T,0,82,0.59003,31.82
2296,10222,400,fp32,T,T,1,82,0.59083,31.78
2296,10222,400,fp32,T,T,2,82,0.59046,31.80
3782,29886,17295,bf16,N,T,0,57,65.95266,59.28
3782,29886,17295,bf16,N,T,1,57,66.23485,59.03
3782,29886,17295,bf16,N,T,2,57,66.35261,58.92
15799,13616,281,bf16,N,T,0,201,2.59944,46.51
15799,13616,281,bf16,N,T,1,201,2.59896,46.52
15799,13616,281,bf16,N,T,2,201,2.59950,46.51
3035,1778,126,bf16,N,N,0,166,0.06123,22.21
3035,1778,126,bf16,N,N,1,166,0.06149,22.11
3035,1778,126,bf16,N,N,2,166,0.06117,22.23
8525,314,770,fp32,T,T,0,82,0.20139,20.47
8525,314,770,fp32,T,T,1,82,0.20139,20.47
8525,314,770,fp32,T,T,2,82,0.20166,20.44
90,85,10412,fp32,N,N,0,556,0.31110,0.51
90,85,10412,fp32,N,N,1,556,0.31168,0.51
90,85,10412,fp32,N,N,2,556,0.31094,0.51
10836,115,143,bf16,T,T,0,39,0.02272,15.69
10836,115,143,bf16,T,T,1,39,0.02235,15.95
10836,115,143,bf16,T,T,2,39,0.02208,16.14
20236,6589,82,fp32,N,T,0,612,1.76562,12.38
20236,6589,82,fp32,N,T,1,612,1.76482,12.39
20236,6589,82,fp32,N,T,2,612,1.76461,12.39
3010,5288,8853,fp32,N,N,0,556,14.61212,19.29
3010,5288,8853,fp32,N,N,1,556,14.58294,19.33
3010,5288,8853,fp32,N,N,2,556,14.60844,19.29
2922,487,214,fp16,T,N,0,245,0.07579,8.04
2922,487,214,fp16,T,N,1,245,0.07568,8.05
2922,487,214,fp16,T,N,2,245,0.07568,8.05
191,1019,199,bf16,N,T,0,57,0.01120,6.92
191,1019,199,bf16,N,T,1,57,0.01125,6.88
191,1019,199,bf16,N,T,2,57,0.01163,6.66
19714,1885,13261,bf16,T,T,0,39,15.60034,63.18
19714,1885,13261,bf16,T,T,1,39,15.62743,63.07
19714,1885,13261,bf16,T,T,2,39,15.58493,63.24
633,1554,335,fp16,T,T,0,53,0.08037,8.20
633,1554,335,fp16,T,T,1,53,0.08000,8.24
633,1554,335,fp16,T,T,2,53,0.08016,8.22
17826,4137,948,fp16,T,T,0,53,1.43655,97.33
17826,4137,948,fp16,T,T,1,53,1.43767,97.26
17826,4137,948,fp16,T,T,2,53,1.43836,97.21
946,4476,138,fp32,T,N,0,525,0.05941,19.67
946,4476,138,fp32,T,N,1,525,0.05947,19.65
946,4476,138,fp32,T,N,2,525,0.05856,19.96
8778,25074,190,fp16,N,N,0,98,1.71698,48.71
8778,25074,190,fp16,N,N,1,98,1.72258,48.55
8778,25074,190,fp16,N,N,2,98,1.71650,48.73
139,3810,20537,fp16,T,N,0,258,0.52657,41.31
139,3810,20537,fp16,T,N,1,258,0.52699,41.28
139,3810,20537,fp16,T,N,2,258,0.52721,41.26
101,24219,71,fp16,N,T,0,62,0.04155,8.36
101,24219,71,fp16,N,T,1,62,0.03941,8.81
101,24219,71,fp16,N,T,2,62,0.03968,8.75
4218,112,436,fp16,T,N,0,513,0.02032,20.27
4218,112,436,fp16,T,N,1,513,0.02005,20.54
4218,112,436,fp16,T,N,2,513,0.02000,20.60
191,2451,281,fp32,N,N,0,556,0.02501,10.52
191,2451,281,fp32,N,N,1,556,0.02501,10.52
191,2451,281,fp32,N,N,2,556,0.02496,10.54
1479,3900,8072,fp32,T,N,0,525,2.74617,33.91
1479,3900,8072,fp32,T,N,1,525,2.74793,33.89
1479,3900,8072,fp32,T,N,2,525,2.74894,33.87
475,10444,3843,fp32,N,T,0,614,1.16727,32.67
475,10444,3843,fp32,N,T,1,614,1.16647,32.69
475,10444,3843,fp32,N,T,2,614,1.16727,32.67
12558,7993,2436,fp32,N,T,0,612,13.04996,37.47
12558,7993,2436,fp32,N,T,1,612,13.05045,37.47
12558,7993,2436,fp32,N,T,2,612,13.05119,37.47
12253,69,32336,fp32,N,N,0,556,2.70851,20.19
12253,69,32336,fp32,N,N,1,556,2.70782,20.19
12253,69,32336,fp32,N,N,2,556,2.70755,20.19
313,350,11412,bf16,T,T,0,39,0.28251,8.85
313,350,11412,bf16,T,T,1,39,0.28171,8.88
313,350,11412,bf16,T,T,2,39,0.28166,8.88
4302,9576,1914,fp16,T,N,0,513,1.19111,132.40
4302,9576,1914,fp16,T,N,1,513,1.18268,133.34
4302,9576,1914,fp16,T,N,2,513,1.18327,133.27
90,1856,219,fp32,T,T,0,82,0.02315,3.16
90,1856,219,fp32,T,T,1,82,0.02299,3.18
90,1856,219,fp32,T,T,2,82,0.02325,3.15
74,106,1559,fp32,N,T,0,612,0.02891,0.85
74,106,1559,fp32,N,T,1,612,0.02811,0.87
74,106,1559,fp32,N,T,2,612,0.02821,0.87
1474,88,485,fp16,T,T,0,53,0.05920,2.13
1474,88,485,fp16,T,T,1,53,0.05931,2.12
1474,88,485,fp16,T,T,2,53,0.05920,2.13
18642,1059,1238,fp32,T,T,0,82,1.37580,35.53
18642,1059,1238,fp32,T,T,1,82,1.37666,35.51
18642,1059,1238,fp32,T,T,2,82,1.37852,35.46
2088,219,3729,fp16,T,N,0,255,0.65953,5.17
2088,219,3729,fp16,T,N,1,255,0.66049,5.16
2088,219,3729,fp16,T,N,2,255,0.65953,5.17
8350,572,2992,bf16,N,T,0,57,0.29990,95.30
8350,572,2992,bf16,N,T,1,57,0.30027,95.18
8350,572,2992,bf16,N,T,2,57,0.30070,95.05
7199,6809,1795,bf16,T,T,0,39,1.78823,98.41
7199,6809,1795,bf16,T,T,1,39,1.79325,98.13
7199,6809,1795,bf16,T,T,2,39,1.78855,98.39
92,22188,9288,fp16,N,T,0,68,0.55046,68.89
92,22188,9288,fp16,N,T,1,68,0.55371,68.48
92,22188,9288,fp16,N,T,2,68,0.55387,68.46
700,1283,732,bf16,T,T,0,39,0.03621,36.31
700,1283,732,bf16,T,T,1,39,0.03627,36.25
700,1283,732,bf16,T,T,2,39,0.03611,36.41
9887,259,499,fp32,N,N,0,556,0.11552,22.12
9887,259,499,fp32,N,N,1,556,0.11531,22.16
9887,259,499,fp32,N,N,2,556,0.11541,22.14
8246,2521,2052,fp16,N,N,0,94,0.85489,99.80
8246,2521,2052,fp16,N,N,1,94,0.86129,99.05
8246,2521,2052,fp16,N,N,2,94,0.85841,99.39
101,23839,432,bf16,T,N,0,231,0.10107,20.58
101,23839,432,bf16,T,N,1,231,0.09909,20.99
101,23839,432,bf16,T,N,2,231,0.09941,20.93
10201,17743,5612,fp16,T,N,0,245,14.61793,138.97
10201,17743,5612,fp16,T,N,1,245,14.59137,139.23
10201,17743,5612,fp16,T,N,2,245,14.63137,138.85
280,102,119,fp16,T,T,0,53,0.02475,0.27
280,102,119,fp16,T,T,1,53,0.02443,0.28
280,102,119,fp16,T,T,2,53,0.02469,0.28
97,2260,594,fp32,T,T,0,82,0.03840,6.78
97,2260,594,fp32,T,T,1,82,0.03851,6.76
97,2260,594,fp32,T,T,2,82,0.03851,6.76
8004,151,2116,bf16,N,T,0,62,0.11669,43.83
8004,151,2116,bf16,N,T,1,62,0.11589,44.13
8004,151,2116,bf16,N,T,2,62,0.11573,44.19
110,415,29830,fp16,N,N,0,103,0.21280,12.80
110,415,29830,fp16,N,N,1,103,0.21382,12.74
110,415,29830,fp16,N,N,2,103,0.20443,13.32
184,385,479,bf16,T,T,0,39,0.01579,4.30
184,385,479,bf16,T,T,1,39,0.01621,4.19
184,385,479,bf16,T,T,2,39,0.01621,4.19
1325,5959,1635,bf16,N,T,0,57,0.63142,40.89
1325,5959,1635,bf16,N,T,1,57,0.63163,40.88
1325,5959,1635,bf16,N,T,2,57,0.63019,40.97
8167,4317,1737,fp32,T,N,0,519,3.23849,37.82
8167,4317,1737,fp32,T,N,1,519,3.24089,37.79
8167,4317,1737,fp32,T,N,2,519,3.24132,37.79
4929,91,1148,fp32,T,N,0,519,0.05824,17.68
4929,91,1148,fp32,T,N,1,519,0.05845,17.62
4929,91,1148,fp32,T,N,2,519,0.05867,17.55
110,333,496,bf16,T,N,0,231,0.01488,2.44
110,333,496,bf16,T,N,1,231,0.01483,2.45
110,333,496,bf16,T,N,2,231,0.01467,2.48
2164,10976,5278,bf16,T,T,0,39,2.22941,112.46
2164,10976,5278,bf16,T,T,1,39,2.26872,110.51
2164,10976,5278,bf16,T,T,2,39,2.24973,111.45
100,504,555,bf16,T,T,0,39,0.01669,3.35
100,504,555,bf16,T,T,1,39,0.01691,3.31
100,504,555,bf16,T,T,2,39,0.01717,3.26
1122,6049,316,bf16,T,N,0,231,0.14080,30.46
1122,6049,316,bf16,T,N,1,231,0.13830,31.02
1122,6049,316,bf16,T,N,2,231,0.13846,30.98
616,120,5184,fp32,N,N,0,572,0.04608,16.63
616,120,5184,fp32,N,N,1,572,0.04629,16.56
616,120,5184,fp32,N,N,2,572,0.04592,16.69
27407,4751,4668,bf16,N,N,0,166,15.82114,76.84
27407,4751,4668,bf16,N,N,1,166,15.73608,77.25
27407,4751,4668,bf16,N,N,2,166,15.80520,76.91
599,664,298,fp32,N,N,0,556,0.02080,11.40
599,664,298,fp32,N,N,1,556,0.02059,11.51
599,664,298,fp32,N,N,2,556,0.02059,11.51
92,212,29811,fp32,N,N,0,564,0.47206,2.46
92,212,29811,fp32,N,N,1,564,0.43739,2.66
92,212,29811,fp32,N,N,2,564,0.44086,2.64
1552,584,10350,fp32,T,N,0,539,0.66817,28.08
1552,584,10350,fp32,T,N,1,539,0.66795,28.09
1552,584,10350,fp32,T,N,2,539,0.66843,28.07
98,244,102,fp16,T,T,0,88,0.02187,0.22
98,244,102,fp16,T,T,1,88,0.02203,0.22
98,244,102,fp16,T,T,2,88,0.02245,0.22
19985,11321,5633,fp16,T,N,0,245,18.09194,140.89
19985,11321,5633,fp16,T,N,1,245,18.04576,141.25
19985,11321,5633,fp16,T,N,2,245,18.11157,140.74
406,146,19188,fp32,N,T,0,612,0.28768,7.91
406,146,19188,fp32,N,T,1,612,0.28923,7.86
406,146,19188,fp32,N,T,2,612,0.28811,7.90
1816,14603,3655,bf16,N,T,0,57,7.67428,25.26
1816,14603,3655,bf16,N,T,1,57,7.67764,25.25
1816,14603,3655,bf16,N,T,2,57,7.68254,25.23
759,85,160,fp16,N,T,0,62,0.01520,1.36
759,85,160,fp16,N,T,1,62,0.01541,1.34
759,85,160,fp16,N,T,2,62,0.01531,1.35
29706,266,514,bf16,N,N,0,166,0.15376,52.83
